entry_id,reduced_formula,nelem,spacegroup_symbol,crystal_system,magnetic_ordering,magnetic_polarization_T,total_magnetic_moment_uB,mae_energy_da_meV_cell,mae_constant_da_MJ_m3,easy_axis,kappa,curie_temperature_K,formation_energy_meV_atom,above_hull_meV_atom,formula_key,formula_parse_status
MMD-186,Fe5N,2,Cmmm,orthorhombic,Ferromagnetic,2.06,46.16,,,a,0.418,,-13.003194,32.274591,Fe5N1,ok
MMD-187,Fe5N,2,Cmcm,orthorhombic,Ferromagnetic,2.07,45.76,,,c,0.232,,-13.202472,32.075313,Fe5N1,ok
MMD-188,Fe3Ge,2,Cmcm,orthorhombic,Ferromagnetic,1.49,24.79,,,a,0.223,,-24.883907,77.062668,Fe3Ge1,ok
MMD-189,Fe3Ge,2,P6_3/mmc,hexagonal,Ferromagnetic,1.55,12.83,,,ab plane,0.403,,-93.15401,8.792565,Fe3Ge1,ok
MMD-190,Fe3Ge,2,Pm-3m,cubic,Ferromagnetic,1.55,6.42,-0.0,-0.001,<111>,0.022,,-97.497681,4.448894,Fe3Ge1,ok
MMD-191,Fe3Ge,2,Fm-3m,cubic,Ferromagnetic,1.36,21.75,0.002,0.002,a,0.037,,-101.797499,0.149076,Fe3Ge1,ok
MMD-192,CoN,2,F-43m,cubic,Ferromagnetic,0.0,0.0,,,,,,85.82797,85.82797,Co1N1,ok
MMD-193,CoN,2,F-43m,cubic,Ferromagnetic,0.0,0.0,,,,,,86.144728,86.144728,Co1N1,ok
MMD-194,CoN,2,F-43m,cubic,Ferromagnetic,0.0,0.0,,,,,,85.80797,85.80797,Co1N1,ok
MMD-195,CoN,2,F-43m,cubic,Ferromagnetic,0.0,0.0,,,,,,85.460123,85.460123,Co1N1,ok
MMD-196,CoN,2,F-43m,cubic,Ferromagnetic,0.0,0.0,,,,,,86.04561,86.04561,Co1N1,ok
MMD-197,CoN,2,F-43m,cubic,Ferromagnetic,0.0,0.0,,,,,,85.72938,85.72938,Co1N1,ok
MMD-198,CoN,2,F-43m,cubic,Ferromagnetic,0.0,0.0,,,,,,85.837341,85.837341,Co1N1,ok
MMD-199,CoN,2,F-43m,cubic,Ferromagnetic,0.0,0.0,,,,,,86.537592,86.537592,Co1N1,ok
MMD-200,CoN,2,I-4m2,tetragonal,Ferromagnetic,0.0,0.0,,,,,,92.912271,92.912271,Co1N1,ok
MMD-201,Co2N,2,Pnnm,orthorhombic,Ferromagnetic,0.0,0.01,,,,,,64.186477,64.186477,Co2N1,ok
MMD-202,Co2N,2,Pnnm,orthorhombic,Ferromagnetic,0.0,0.01,,,,,,64.166681,64.166681,Co2N1,ok
MMD-203,Co2N,2,Pnnm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,64.301241,64.301241,Co2N1,ok
MMD-204,Co2N,2,Pnnm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,64.350607,64.350607,Co2N1,ok
MMD-205,Co2N,2,Pnnm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,64.092212,64.092212,Co2N1,ok
MMD-206,Co2N,2,Pnnm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,64.152168,64.152168,Co2N1,ok
MMD-207,Co2N,2,Pnnm,orthorhombic,Ferromagnetic,0.0,0.01,,,,,,64.506075,64.506075,Co2N1,ok
MMD-208,Co2N,2,Pnnm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,64.154821,64.154821,Co2N1,ok
MMD-209,Co2N,2,Pnnm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,64.246161,64.246161,Co2N1,ok
MMD-210,Co2N,2,P1,triclinic,Ferromagnetic,0.01,0.04,,,,,,765.926736,765.926736,Co2N1,ok
MMD-211,Co2N,2,Pnnm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,64.225321,64.225321,Co2N1,ok
MMD-212,Co2N,2,Pnnm,orthorhombic,Ferromagnetic,0.0,0.01,,,,,,65.297201,65.297201,Co2N1,ok
MMD-213,Co2N,2,P4_2/mnm,tetragonal,Ferromagnetic,0.0,0.01,,,,,,67.459918,67.459918,Co2N1,ok
MMD-214,Co2N,2,Pnnm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,64.145501,64.145501,Co2N1,ok
MMD-215,Co2N,2,Pnnm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,64.248406,64.248406,Co2N1,ok
MMD-216,Co2N,2,Pnnm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,64.212645,64.212645,Co2N1,ok
MMD-217,Co2N,2,Pnnm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,64.112417,64.112417,Co2N1,ok
MMD-218,Co2N,2,Pnnm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,64.28022,64.28022,Co2N1,ok
MMD-219,Co2N,2,Pnnm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,64.201806,64.201806,Co2N1,ok
MMD-220,Co2N,2,Pnnm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,64.401447,64.401447,Co2N1,ok
MMD-221,Co2N,2,Pnnm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,64.531365,64.531365,Co2N1,ok
MMD-222,Co2N,2,Pnnm,orthorhombic,Ferromagnetic,0.0,0.01,,,,,,64.386322,64.386322,Co2N1,ok
MMD-223,Co2N,2,Pnnm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,64.169878,64.169878,Co2N1,ok
MMD-224,Co3N,2,Cmmm,orthorhombic,Ferromagnetic,1.22,8.27,,,a,0.817,,109.764155,109.764155,Co3N1,ok
MMD-225,Co4N,2,P2_1/c,monoclinic,Ferromagnetic,1.08,9.32,,,a,1.167,,68.662158,68.662158,Co4N1,ok
MMD-226,Co4N,2,C2,monoclinic,Ferromagnetic,1.06,18.14,,,b,0.291,,72.70633,72.70633,Co4N1,ok
MMD-227,Co5N,2,I4/m,tetragonal,Ferromagnetic,1.3,13.73,,,ab plane,1.339,,63.712046,63.712046,Co5N1,ok
MMD-228,Co5N,2,I4/m,tetragonal,Ferromagnetic,1.3,13.73,,,ab plane,1.341,,63.600525,63.600525,Co5N1,ok
MMD-229,Co5N,2,Cmmm,orthorhombic,Ferromagnetic,1.42,30.38,,,a,0.576,,63.785285,63.785285,Co5N1,ok
MMD-230,Co5N,2,Cmmm,orthorhombic,Ferromagnetic,1.42,30.37,,,a,0.57,,63.672601,63.672601,Co5N1,ok
MMD-231,Co5N,2,Cmmm,orthorhombic,Ferromagnetic,1.42,30.37,,,a,0.574,,63.647056,63.647056,Co5N1,ok
MMD-232,Co5N,2,I4/m,tetragonal,Ferromagnetic,1.3,13.74,,,ab plane,1.342,,63.779258,63.779258,Co5N1,ok
MMD-233,Co5N,2,Cmcm,orthorhombic,Ferromagnetic,1.41,30.16,,,c,0.153,,63.708543,63.708543,Co5N1,ok
MMD-234,Co5N,2,Cmmm,orthorhombic,Ferromagnetic,1.42,30.38,,,a,0.563,,63.766979,63.766979,Co5N1,ok
MMD-235,Co8N,2,Fm-3m,cubic,Ferromagnetic,1.45,46.59,-0.001,-0.0,<111>,0.016,,39.141864,39.141864,Co8N1,ok
MMD-236,Co8N,2,Fm-3m,cubic,Ferromagnetic,1.45,23.24,,,ab plane,0.462,,39.544665,39.544665,Co8N1,ok
MMD-237,Co8N,2,C2/m,monoclinic,Ferromagnetic,1.39,22.27,,,a,0.58,,41.943372,41.943372,Co8N1,ok
MMD-238,Co8N,2,C2/m,monoclinic,Ferromagnetic,1.39,22.26,,,a,0.58,,41.885185,41.885185,Co8N1,ok
MMD-239,Co8N,2,C2/m,monoclinic,Ferromagnetic,1.39,22.27,,,a,0.581,,41.944854,41.944854,Co8N1,ok
MMD-240,Co8N,2,C2/m,monoclinic,Ferromagnetic,1.39,22.23,,,a,0.581,,41.782183,41.782183,Co8N1,ok
MMD-241,Co8N,2,C2/m,monoclinic,Ferromagnetic,1.39,22.22,,,a,0.58,,41.719611,41.719611,Co8N1,ok
MMD-242,Co8N,2,C2/m,monoclinic,Ferromagnetic,1.51,24.38,,,b,0.058,,41.68624,41.68624,Co8N1,ok
MMD-243,Co8N,2,C2/m,monoclinic,Ferromagnetic,1.51,24.34,,,b,0.153,,41.506879,41.506879,Co8N1,ok
MMD-244,Co8N,2,C2/m,monoclinic,Ferromagnetic,1.51,24.42,,,b,0.201,,41.935632,41.935632,Co8N1,ok
MMD-245,Co8N,2,C2/m,monoclinic,Ferromagnetic,1.39,22.2,,,a,0.584,,41.666821,41.666821,Co8N1,ok
MMD-246,Co8N,2,Cmmm,orthorhombic,Ferromagnetic,1.45,23.45,,,a,0.767,,43.868239,43.868239,Co8N1,ok
MMD-247,Co8N,2,Cmmm,orthorhombic,Ferromagnetic,1.45,23.42,,,a,0.763,,43.716195,43.716195,Co8N1,ok
MMD-248,Co8N,2,Cmmm,orthorhombic,Ferromagnetic,1.45,23.47,,,a,0.764,,43.913493,43.913493,Co8N1,ok
MMD-249,Co4N,2,C2,monoclinic,Ferromagnetic,1.02,16.2,,,b,0.51,,106.533713,106.533713,Co4N1,ok
MMD-250,Co4N,2,P2_1/c,monoclinic,Ferromagnetic,1.08,8.68,,,a,1.06,,96.833059,96.833059,Co4N1,ok
MMD-251,Co4N,2,P2_12_12,orthorhombic,Ferromagnetic,1.04,8.21,,,a,0.982,,115.292334,115.292334,Co4N1,ok
MMD-252,Co4N,2,P2_12_12,orthorhombic,Ferromagnetic,1.04,8.29,,,a,0.969,,112.640407,112.640407,Co4N1,ok
MMD-253,Co5N,2,C2,monoclinic,Ferromagnetic,1.2,23.24,,,b,0.592,,106.48568,106.48568,Co5N1,ok
MMD-254,Co5N,2,I4/m,tetragonal,Ferromagnetic,1.29,12.58,,,ab plane,1.429,,97.752283,97.752283,Co5N1,ok
MMD-255,Co3N,2,R-3c,trigonal,Ferromagnetic,0.76,14.02,,,c,1.196,,105.735014,105.735014,Co3N1,ok
MMD-256,Co3N,2,R-3c,trigonal,Ferromagnetic,0.81,16.27,,,c,1.295,,68.825902,68.825902,Co3N1,ok
MMD-257,Co3N,2,P6_322,hexagonal,Ferromagnetic,0.87,5.81,,,c,0.232,,69.544056,69.544056,Co3N1,ok
MMD-258,Co4N,2,P2_12_12,orthorhombic,Ferromagnetic,1.13,9.72,,,a,0.458,,78.64462,78.64462,Co4N1,ok
MMD-259,Co4N,2,I4/mmm,tetragonal,Ferromagnetic,1.4,12.28,,,c,1.41,,87.847474,87.847474,Co4N1,ok
MMD-260,Co5N,2,C2,monoclinic,Ferromagnetic,1.24,26.04,,,b,0.638,,69.741395,69.741395,Co5N1,ok
MMD-261,Co5N,2,C2,monoclinic,Ferromagnetic,1.2,23.24,,,b,0.59,,106.295308,106.295308,Co5N1,ok
MMD-262,Co8N,2,P4/mmm,tetragonal,Ferromagnetic,1.52,12.39,,,c,0.328,,49.686845,49.686845,Co8N1,ok
MMD-263,Co8N,2,Fm-3m,cubic,Ferromagnetic,1.45,46.18,0.001,0.0,a,0.012,,38.526312,38.526312,Co8N1,ok
MMD-264,Co8N,2,Fm-3m,cubic,Ferromagnetic,1.45,44.63,0.003,0.001,a,0.03,,46.433737,46.433737,Co8N1,ok
MMD-265,Co8N,2,I4/mmm,tetragonal,Ferromagnetic,1.51,24.58,,,ab plane,1.121,,122.323414,122.323414,Co8N1,ok
MMD-266,Co4N,2,P2_1/c,monoclinic,Ferromagnetic,1.09,9.29,,,a,1.145,,68.207293,68.207293,Co4N1,ok
MMD-267,Co4N,2,C2,monoclinic,Ferromagnetic,1.06,18.0,,,b,0.317,,72.273934,72.273934,Co4N1,ok
MMD-268,Co5N,2,I4/m,tetragonal,Ferromagnetic,1.3,13.64,,,ab plane,1.346,,62.992123,62.992123,Co5N1,ok
MMD-269,Co5N,2,Cmcm,orthorhombic,Ferromagnetic,1.41,30.02,,,c,0.177,,63.207944,63.207944,Co5N1,ok
MMD-270,Co5N,2,Cmmm,orthorhombic,Ferromagnetic,1.42,30.29,,,a,0.564,,63.244027,63.244027,Co5N1,ok
MMD-271,Co6N,2,P1,triclinic,Ferromagnetic,1.33,16.38,,,,,,59.122141,59.122141,Co6N1,ok
MMD-272,Co6N,2,C2/m,monoclinic,Ferromagnetic,1.32,16.15,,,a,0.419,,61.725387,61.725387,Co6N1,ok
MMD-273,Co7N,2,P-1,triclinic,Ferromagnetic,1.36,19.09,,,,,,50.624165,50.624165,Co7N1,ok
MMD-274,Co8N,2,Fm-3m,cubic,Ferromagnetic,1.45,46.26,0.0,0.0,a,0.008,,38.552375,38.552375,Co8N1,ok
MMD-275,Co8N,2,Fm-3m,cubic,Ferromagnetic,1.45,46.11,0.002,0.001,a,0.025,,38.544068,38.544068,Co8N1,ok
MMD-276,Co8N,2,C2/m,monoclinic,Ferromagnetic,1.51,24.25,,,c,0.362,,41.17617,41.17617,Co8N1,ok
MMD-277,Co8N,2,Cmmm,orthorhombic,Ferromagnetic,1.45,23.33,,,a,0.768,,43.414164,43.414164,Co8N1,ok
MMD-278,Co3Ge,2,Cmcm,orthorhombic,Ferromagnetic,0.78,12.18,,,c,0.697,,-99.13397,1.494314,Co3Ge1,ok
MMD-279,Co3Ge,2,I4/mmm,tetragonal,Ferromagnetic,0.79,6.09,,,ab plane,2.142,,-67.622608,33.005677,Co3Ge1,ok
MMD-280,Co3Ge,2,I4/mmm,tetragonal,Ferromagnetic,0.79,6.09,,,ab plane,2.141,,-67.644547,32.983737,Co3Ge1,ok
MMD-281,Co3Ge,2,I4/mmm,tetragonal,Ferromagnetic,0.78,18.15,,,,,,-67.731839,32.896445,Co3Ge1,ok
MMD-282,Co3Ge,2,Cmcm,orthorhombic,Ferromagnetic,0.78,12.17,,,c,0.66,,-99.142142,1.486142,Co3Ge1,ok
MMD-283,CoN,2,F-43m,cubic,Ferromagnetic,0.0,0.0,,,,,,85.47611,85.47611,Co1N1,ok
MMD-284,CoN,2,F-43m,cubic,Ferromagnetic,0.0,0.0,,,,,,85.415258,85.415258,Co1N1,ok
MMD-285,CoN,2,F-43m,cubic,Ferromagnetic,0.0,0.0,,,,,,85.574071,85.574071,Co1N1,ok
MMD-286,Co2N,2,Pnnm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,63.865541,63.865541,Co2N1,ok
MMD-287,Co2N,2,Pnnm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,63.713702,63.713702,Co2N1,ok
MMD-288,Co3N,2,R-3c,trigonal,Ferromagnetic,0.81,16.17,,,c,1.289,,68.255522,68.255522,Co3N1,ok
MMD-289,Co3N,2,P6_322,hexagonal,Ferromagnetic,0.87,5.73,,,c,0.455,,68.792426,68.792426,Co3N1,ok
MMD-290,Co3N,2,R-3c,trigonal,Ferromagnetic,0.81,16.16,,,c,1.287,,68.250925,68.250925,Co3N1,ok
MMD-291,Co3N,2,R-3c,trigonal,Ferromagnetic,0.81,16.16,,,c,1.292,,68.243209,68.243209,Co3N1,ok
MMD-292,Co3N,2,P6_322,hexagonal,Ferromagnetic,0.87,5.73,,,c,0.462,,68.774467,68.774467,Co3N1,ok
MMD-293,Co3N,2,P6_322,hexagonal,Ferromagnetic,0.86,5.71,,,c,0.495,,68.697526,68.697526,Co3N1,ok
MMD-294,Co4N,2,P2_1/c,monoclinic,Ferromagnetic,1.09,9.29,,,a,1.152,,68.207293,68.207293,Co4N1,ok
MMD-295,Co4N,2,C2,monoclinic,Ferromagnetic,1.06,18.0,,,b,0.315,,72.269934,72.269934,Co4N1,ok
MMD-296,Co4N,2,P2_1/c,monoclinic,Ferromagnetic,1.09,9.29,,,a,1.148,,68.179591,68.179591,Co4N1,ok
MMD-297,Co4N,2,P2_1/c,monoclinic,Ferromagnetic,1.09,9.29,,,a,1.142,,68.184721,68.184721,Co4N1,ok
MMD-298,Co4N,2,C2,monoclinic,Ferromagnetic,1.06,18.0,,,b,0.325,,72.294404,72.294404,Co4N1,ok
MMD-299,Co4N,2,C2,monoclinic,Ferromagnetic,1.06,17.99,,,b,0.323,,72.257995,72.257995,Co4N1,ok
MMD-300,Co5N,2,I4/m,tetragonal,Ferromagnetic,1.3,13.63,,,ab plane,1.347,,62.967769,62.967769,Co5N1,ok
MMD-301,Co5N,2,Cmcm,orthorhombic,Ferromagnetic,1.41,30.03,,,c,0.156,,63.16453,63.16453,Co5N1,ok
MMD-302,Co5N,2,Cmcm,orthorhombic,Ferromagnetic,1.41,30.0,,,c,0.161,,63.14885,63.14885,Co5N1,ok
MMD-303,Co5N,2,Cmmm,orthorhombic,Ferromagnetic,1.42,30.28,,,a,0.563,,63.244044,63.244044,Co5N1,ok
MMD-304,Co5N,2,Cmmm,orthorhombic,Ferromagnetic,1.42,30.28,,,a,0.56,,63.234503,63.234503,Co5N1,ok
MMD-305,Co5N,2,I4/m,tetragonal,Ferromagnetic,1.3,13.64,,,ab plane,1.346,,62.992112,62.992112,Co5N1,ok
MMD-306,Co5N,2,Cmcm,orthorhombic,Ferromagnetic,1.41,30.02,,,c,0.175,,63.207927,63.207927,Co5N1,ok
MMD-307,Co5N,2,Cmmm,orthorhombic,Ferromagnetic,1.42,30.29,,,a,0.564,,63.244027,63.244027,Co5N1,ok
MMD-308,Co6N,2,P1,triclinic,Ferromagnetic,1.33,16.38,,,,,,59.133191,59.133191,Co6N1,ok
MMD-309,Co6N,2,C2/m,monoclinic,Ferromagnetic,1.32,16.14,,,a,0.418,,61.67215,61.67215,Co6N1,ok
MMD-310,Co6N,2,P1,triclinic,Ferromagnetic,1.33,16.38,,,,,,59.117495,59.117495,Co6N1,ok
MMD-311,Co6N,2,C2/m,monoclinic,Ferromagnetic,1.32,16.15,,,a,0.418,,61.709916,61.709916,Co6N1,ok
MMD-312,Co7N,2,P-1,triclinic,Ferromagnetic,1.36,19.08,,,,,,50.639021,50.639021,Co7N1,ok
MMD-313,Co7N,2,P-1,triclinic,Ferromagnetic,1.36,19.08,,,,,,50.601444,50.601444,Co7N1,ok
MMD-314,Co7N,2,P-1,triclinic,Ferromagnetic,1.36,19.09,,,,,,50.625789,50.625789,Co7N1,ok
MMD-315,Co8N,2,Fm-3m,cubic,Ferromagnetic,1.45,46.31,0.001,0.001,a,0.019,,38.600592,38.600592,Co8N1,ok
MMD-316,Co8N,2,C2/m,monoclinic,Ferromagnetic,1.39,22.09,,,a,0.591,,41.389968,41.389968,Co8N1,ok
MMD-317,Co8N,2,C2/m,monoclinic,Ferromagnetic,1.51,24.25,,,b,0.103,,41.163335,41.163335,Co8N1,ok
MMD-318,Co8N,2,Cmmm,orthorhombic,Ferromagnetic,1.45,23.35,,,a,0.762,,43.45263,43.45263,Co8N1,ok
MMD-319,Co8N,2,Fm-3m,cubic,Ferromagnetic,1.45,46.26,0.0,0.0,a,0.01,,38.552817,38.552817,Co8N1,ok
MMD-320,Co8N,2,Fm-3m,cubic,Ferromagnetic,1.45,46.25,0.001,0.0,a,0.015,,38.59024,38.59024,Co8N1,ok
MMD-321,Co8N,2,C2/m,monoclinic,Ferromagnetic,1.51,24.23,,,c,0.405,,41.17626,41.17626,Co8N1,ok
MMD-322,Co8N,2,C2/m,monoclinic,Ferromagnetic,1.51,24.24,,,c,0.319,,41.154453,41.154453,Co8N1,ok
MMD-323,Co3Si,2,Cmcm,orthorhombic,Ferromagnetic,0.78,11.52,,,c,0.295,,-320.440162,17.471998,Co3Si1,ok
MMD-324,Co3Si,2,Cmcm,orthorhombic,Ferromagnetic,0.8,11.71,,,c,0.868,,-330.601707,7.310453,Co3Si1,ok
MMD-325,Co3Si,2,P6_3/mmc,hexagonal,Ferromagnetic,0.72,5.16,,,ab plane,2.439,,-263.219682,74.692478,Co3Si1,ok
MMD-326,Co3Si,2,P6_3/mmc,hexagonal,Ferromagnetic,0.78,5.67,,,ab plane,2.436,,-266.369197,71.542963,Co3Si1,ok
MMD-327,Co3Si,2,Cmcm,orthorhombic,Ferromagnetic,0.8,11.71,,,c,0.836,,-330.625661,7.286499,Co3Si1,ok
MMD-328,Co3Si,2,Cmcm,orthorhombic,Ferromagnetic,0.8,11.7,,,c,0.846,,-330.643783,7.268378,Co3Si1,ok
MMD-329,Co3Si,2,Cmcm,orthorhombic,Ferromagnetic,0.8,11.7,,,c,0.859,,-330.671419,7.240741,Co3Si1,ok
MMD-330,Co3Si,2,Cmcm,orthorhombic,Ferromagnetic,0.8,11.7,,,c,0.838,,-330.670118,7.242042,Co3Si1,ok
MMD-331,Co3Si,2,Cmcm,orthorhombic,Ferromagnetic,0.8,11.69,,,c,0.861,,-330.680229,7.231931,Co3Si1,ok
MMD-332,Co3Si,2,Cmcm,orthorhombic,Ferromagnetic,0.8,11.69,,,c,0.845,,-330.697236,7.214924,Co3Si1,ok
MMD-333,Co3Si,2,Cmcm,orthorhombic,Ferromagnetic,0.8,11.68,,,c,0.846,,-330.687576,7.224584,Co3Si1,ok
MMD-334,Fe6Co2N,3,P4mm,tetragonal,Ferromagnetic,2.08,17.48,,,ab plane,0.366,,-15.633864,57.716,Co2Fe6N1,ok
MMD-335,Fe6Co2N,3,P4/mmm,tetragonal,Ferromagnetic,2.06,17.23,,,c,0.116,,-15.546999,57.803,Co2Fe6N1,ok
MMD-336,Fe6Co2N,3,Imm2,orthorhombic,Ferromagnetic,2.1,35.49,,,c,0.653,,-1.359421,71.99,Co2Fe6N1,ok
MMD-337,Fe4Co4N,3,I4/mmm,tetragonal,Ferromagnetic,1.96,33.0,,,c,0.776,,-14.775858,60.278,Co4Fe4N1,ok
MMD-338,Fe5CoN2,3,C2,monoclinic,Ferromagnetic,1.65,22.75,,,a,0.71,,-46.63653,45.124,Co1Fe5N2,ok
MMD-339,Fe2CoN,3,C2,monoclinic,Ferromagnetic,1.5,20.55,,,a,0.876,,-27.780203,72.84,Co1Fe2N1,ok
MMD-340,Fe3Co3N2,3,P1,triclinic,Ferromagnetic,1.25,8.45,,,,,,-5.01535,78.543,Co3Fe3N2,ok
MMD-341,Fe3Co3N2,3,P1,triclinic,Ferromagnetic,1.34,9.14,,,,,,-2.519912,81.038,Co3Fe3N2,ok
MMD-342,FeCo2N,3,C222_1,orthorhombic,Ferromagnetic,1.17,15.77,,,a,1.231,,16.36116,82.856,Co2Fe1N1,ok
MMD-343,FeCo2N,3,Cc,monoclinic,Ferromagnetic,1.09,14.72,,,b,0.936,,17.708074,84.203,Co2Fe1N1,ok
MMD-344,FeCo5N2,3,C2,monoclinic,Ferromagnetic,0.95,12.75,,,b,0.534,,40.226825,73.474,Co5Fe1N2,ok
MMD-345,FeCo5N2,3,C2,monoclinic,Ferromagnetic,1.02,13.61,,,b,0.754,,43.627238,76.875,Co5Fe1N2,ok
MMD-346,Fe7CoN2,3,P4/mmm,tetragonal,Ferromagnetic,2.01,18.67,,,c,0.516,,-36.533209,37.444,Co1Fe7N2,ok
MMD-347,Fe7CoN2,3,I4/mmm,tetragonal,Ferromagnetic,1.98,36.19,,,ab plane,0.185,,-33.155581,40.822,Co1Fe7N2,ok
MMD-348,Fe3CoN,3,Pmm2,orthorhombic,Ferromagnetic,1.92,17.63,,,c,0.28,,-36.259789,54.102,Co1Fe3N1,ok
MMD-349,Fe5Co3N2,3,Pmmm,orthorhombic,Ferromagnetic,1.82,16.54,,,c,0.537,,-38.483763,55.663,Co3Fe5N2,ok
MMD-350,Fe5Co3N2,3,P-4m2,tetragonal,Ferromagnetic,1.82,16.56,,,ab plane,0.333,,-36.774166,57.372,Co3Fe5N2,ok
MMD-351,Fe2Co2N,3,P4/mmm,tetragonal,Ferromagnetic,1.78,8.02,,,ab plane,0.35,,-39.653935,40.842,Co2Fe2N1,ok
MMD-352,Fe2Co2N,3,P4_2/mmc,tetragonal,Ferromagnetic,1.77,15.98,,,c,0.23,,-36.987708,43.509,Co2Fe2N1,ok
MMD-353,Fe3Co5N2,3,Pmmm,orthorhombic,Ferromagnetic,1.73,15.5,,,c,0.165,,-24.330706,42.515,Co5Fe3N2,ok
MMD-354,FeCo3N,3,Pm-3m,cubic,Ferromagnetic,1.66,7.42,0.001,0.003,a,0.039,,-4.422927,48.773,Co3Fe1N1,ok
MMD-355,FeCo7N2,3,P4/mmm,tetragonal,Ferromagnetic,1.54,13.66,,,ab plane,0.46,,35.20683,61.805,Co7Fe1N2,ok
MMD-356,FeCo7N2,3,P1,triclinic,Ferromagnetic,1.18,10.18,,,,,,44.12787,70.726,Co7Fe1N2,ok
MMD-357,FeCo7N2,3,I4/mmm,tetragonal,Ferromagnetic,1.55,27.32,,,c,0.924,,42.600141,69.198,Co7Fe1N2,ok
MMD-358,Fe4CoN,3,Amm2,orthorhombic,Ferromagnetic,1.99,44.35,,,c,0.595,,-18.248815,59.769,Co1Fe4N1,ok
MMD-359,Fe3Co2N,3,Amm2,orthorhombic,Ferromagnetic,1.74,37.78,,,c,0.613,,-18.459936,71.371,Co2Fe3N1,ok
MMD-360,Fe2Co3N,3,Amm2,orthorhombic,Ferromagnetic,1.68,36.52,,,c,0.79,,-12.494528,54.585,Co3Fe2N1,ok
MMD-361,FeCo4N,3,Amm2,orthorhombic,Ferromagnetic,1.57,33.84,,,c,0.735,,13.659777,57.99,Co4Fe1N1,ok
MMD-362,FeCo5N,3,P4mm,tetragonal,Ferromagnetic,1.64,20.85,,,c,0.478,,14.793021,52.79,Co5Fe1N1,ok
MMD-363,Fe5CoN,3,P4/mmm,tetragonal,Ferromagnetic,2.11,27.78,,,c,0.437,,-22.268498,45.01,Co1Fe5N1,ok
MMD-364,Fe4Co2N,3,P4mm,tetragonal,Ferromagnetic,1.97,25.63,,,c,0.714,,-19.143502,66.072,Co2Fe4N1,ok
MMD-365,Fe3Co3N,3,Pmmm,orthorhombic,Ferromagnetic,1.74,22.29,,,a,0.541,,-19.364905,57.633,Co3Fe3N1,ok
MMD-366,Fe2Co4N,3,P4/mmm,tetragonal,Ferromagnetic,1.72,21.94,,,c,0.481,,-16.523578,40.974,Co4Fe2N1,ok
MMD-367,Fe5Co2N,3,Amm2,orthorhombic,Ferromagnetic,1.92,55.39,,,c,0.875,,13.660182,93.365,Co2Fe5N1,ok
MMD-368,Fe4Co3N,3,Amm2,orthorhombic,Ferromagnetic,1.83,52.69,,,c,0.858,,3.86586,88.302,Co3Fe4N1,ok
MMD-369,Fe3Co4N,3,Cmmm,orthorhombic,Ferromagnetic,1.72,49.54,,,a,0.536,,-0.166738,67.206,Co4Fe3N1,ok
MMD-370,Fe7CoN,3,Pmmm,orthorhombic,Ferromagnetic,2.19,18.87,,,a,0.106,,-16.157668,36.486,Co1Fe7N1,ok
MMD-371,Fe7CoN,3,P4/mmm,tetragonal,Ferromagnetic,2.11,17.88,,,ab plane,0.455,,-9.761402,42.883,Co1Fe7N1,ok
MMD-372,Fe6Co2N,3,P4/mmm,tetragonal,Ferromagnetic,2.15,18.36,,,c,0.256,,-22.771429,50.578,Co2Fe6N1,ok
MMD-373,Fe6Co2N,3,P4mm,tetragonal,Ferromagnetic,2.08,17.45,,,ab plane,0.354,,-15.716647,57.633,Co2Fe6N1,ok
MMD-374,Fe5Co3N,3,I-4m2,tetragonal,Ferromagnetic,2.03,34.33,,,c,0.581,,-19.668559,62.688,Co3Fe5N1,ok
MMD-375,Fe5Co3N,3,P4mm,tetragonal,Ferromagnetic,2.05,17.35,,,c,0.661,,-17.363919,64.992,Co3Fe5N1,ok
MMD-376,Fe4Co4N,3,P4/mmm,tetragonal,Ferromagnetic,1.97,16.59,,,c,0.731,,-18.783342,56.271,Co4Fe4N1,ok
MMD-377,Fe3Co5N,3,I4mm,tetragonal,Ferromagnetic,1.57,25.37,,,c,0.426,,-15.170076,44.717,Co5Fe3N1,ok
MMD-378,Fe2Co6N,3,Fm-3m,cubic,Ferromagnetic,1.57,50.77,-0.007,-0.003,<111>,0.04,,-27.698106,17.022,Co6Fe2N1,ok
