material_id,formula,density,energy_above_hull,formation_energy_per_atom,magnetic_ordering,total_magnetization,magnetization_per_volume,magnetization_per_formula_unit,volume,nsites,crystal_system,space_group,is_stable,density_atomic,composition,elements,nelements,avg_atomic_weight,cell_mass,magnetic_performance_index,score_performance,score_stability,score_is_stable_bonus,score_simplicity,composite_score
mp-1196626,SrCo3(P2O7)2,3.8626385200593414,0.0,-2.51015336538961,FM,17.9999997,0.0341907628671501,8.99999985,526.4579725798997,44,Monoclinic,P2_1/c,True,11.964953922270446,"{'Sr': 2.0, 'Co': 6.0, 'P': 8.0, 'O': 28.0}","['Co', 'O', 'P', 'Sr']",4,0.3228293686003911,14.20449221841721,1.2672047281395686,0.20799907679268081,1.0,1.0,0.6,0.6431996307170724
mp-17577,Ca6MnN5,2.959594677712037,0.0,-1.000856399410921,FM,3.9999999,0.0097543331154318,1.99999995,410.07415398514337,24,Hexagonal,P6_3/mcm,True,17.086423082714308,"{'Ca': 12.0, 'Mn': 2.0, 'N': 10.0}","['Ca', 'Mn', 'N']",3,0.1732132385687059,4.157117725648942,0.9622051055519686,0.15793641642565784,1.0,1.0,0.8,0.6431745665702633
mp-541929,FeSiP3O11,3.007639347996297,0.0,-2.635087714933036,FM,20.0000001,0.0256662529334666,5.000000025,779.2333439495426,64,Trigonal,R-3c,True,12.175520999211605,"{'Fe': 4.0, 'Si': 4.0, 'P': 12.0, 'O': 44.0}","['Fe', 'O', 'P', 'Si']",4,0.2470234619275059,15.80950156336038,1.2650620274045448,0.20764737373726191,1.0,1.0,0.6,0.6430589494949048
mp-773130,Co(NO3)4,1.91692321142009,0.0,-0.7598921063235304,FM,7.9990894,0.0075208094452841,1.99977235,1063.5942125904803,68,Triclinic,P-1,True,15.641091361624714,"{'Co': 4.0, 'N': 16.0, 'O': 48.0}","['Co', 'N', 'O']",3,0.1225568706876327,8.333867206759027,0.9598292367212772,0.15754644114195618,1.0,1.0,0.8,0.6430185764567826
mp-1222170,Mg3MnNi3O8,4.763910562056849,0.0,-2.10067433486207,FM,8.9995453,0.0597755062467138,8.9995453,150.55573536852734,15,Trigonal,R-3m,True,10.03704902456849,"{'Mg': 3.0, 'Mn': 1.0, 'Ni': 3.0, 'O': 8.0}","['Mg', 'Mn', 'Ni', 'O']",4,0.4746325887614819,7.119488831422229,1.264071833399056,0.20748484322075278,1.0,1.0,0.6,0.6429939372883011
mp-532650,Ca4Mn3B3CO15,3.3887794083687504,0.0,-2.7890529852420425,FM,24.0014941,0.0401777329642767,12.00074705,597.382986276016,52,Hexagonal,P6_3,True,11.488134351461849,"{'Ca': 8.0, 'Mn': 6.0, 'B': 6.0, 'C': 2.0, 'O': 30.0}","['B', 'C', 'Ca', 'Mn', 'O']",5,0.2949808301935059,15.339003170062307,1.5647362370225328,0.25683592042981546,1.0,1.0,0.4,0.6427343681719262
mp-1196132,Mn3P4H2(PbO8)2,4.600096571267442,0.0,-2.361025251846835,FM,30.0056346,0.0432429294442473,15.0028173,693.8853353745591,54,Monoclinic,P2_1/c,True,12.849728432862204,"{'Mn': 6.0, 'P': 8.0, 'H': 4.0, 'Pb': 4.0, 'O': 32.0}","['H', 'Mn', 'O', 'P', 'Pb']",5,0.3579917346348771,19.33155367028337,1.5521584613307582,0.2547714034075065,1.0,1.0,0.4,0.6419085613630027
mp-504699,Ba2UFeO6,7.310790047903382,0.0,-3.1097674889999993,FM,6.0022379,0.0397665161831352,6.0022379,150.93698106110466,10,Cubic,Fm-3m,True,15.093698106110466,"{'Ba': 2.0, 'U': 1.0, 'Fe': 1.0, 'O': 6.0}","['Ba', 'Fe', 'O', 'U']",4,0.4843604262194507,4.843604262194507,1.2392089805620383,0.20340385273697803,1.0,1.0,0.6,0.6413615410947913
mp-29645,Nb2Cr4Si5,6.173731563785801,0.0,-0.3927196100000003,FM,9.7092389,0.0337854652942658,4.85461945,287.3791677999434,22,Orthorhombic,Ibam,True,13.062689445451973,"{'Nb': 4.0, 'Cr': 8.0, 'Si': 10.0}","['Cr', 'Nb', 'Si']",3,0.4726233131061157,10.397712888334548,0.933786016624198,0.1532717050897526,1.0,1.0,0.8,0.6413086820359011
mp-1227139,Ca5Co3(SiO4)4,3.402089739683171,0.0,-2.98973606357143,FM,9.0050598,0.0247470145245126,9.0050598,363.8846936902314,28,Triclinic,P-1,True,12.995881917508266,"{'Ca': 5.0, 'Co': 3.0, 'Si': 4.0, 'O': 16.0}","['Ca', 'Co', 'O', 'Si']",4,0.2617821369321477,7.329899834100136,1.2285379069038147,0.2016523019259612,1.0,1.0,0.6,0.6406609207703846
mp-19188,Ba3Mn2O8,5.2736638010150445,0.0,-2.427450099297083,FM,7.9999998,0.0195482852900399,3.9999999,409.24304517266705,26,Trigonal,R-3m,True,15.740117122025657,"{'Ba': 6.0, 'Mn': 4.0, 'O': 16.0}","['Ba', 'Mn', 'O']",3,0.335046033020646,8.711196858536798,0.918358284161626,0.15073939595456604,1.0,1.0,0.8,0.6402957583818265
mp-1210020,Ni3BO5,5.487285414070191,0.0,-1.646923544351854,FM,20.0001594,0.0619088226631252,5.00003985,323.0583063876077,36,Orthorhombic,Pbam,True,8.973841844100214,"{'Ni': 12.0, 'B': 4.0, 'O': 20.0}","['B', 'Ni', 'O']",3,0.6114756098223156,22.013121953603363,0.9085562439600324,0.14913048835870385,1.0,1.0,0.8,0.6396521953434815
mp-1208946,Sr2FeIrO6,7.054063269853188,0.0,-2.221845612999995,FM,6.997214,0.0572398417612828,6.997214,122.24376910721874,10,Triclinic,P-1,True,12.224376910721874,"{'Sr': 2.0, 'Fe': 1.0, 'Ir': 1.0, 'O': 6.0}","['Fe', 'Ir', 'O', 'Sr']",4,0.5770489016635394,5.770489016635394,1.2125859662548797,0.199033949220711,1.0,1.0,0.6,0.6396135796882845
mp-17520,Ba2CrO4,5.411010872628892,0.0,-2.7318941014285727,FM,8.0,0.0166829954941988,2.0,479.5301900538086,28,Orthorhombic,Pnma,True,17.12607821620745,"{'Ba': 8.0, 'Cr': 4.0, 'O': 16.0}","['Ba', 'Cr', 'O']",3,0.3159515450249505,8.846643260698613,0.9042977957006764,0.14843150634984104,1.0,1.0,0.8,0.6393726025399364
mp-1218333,Sr4FeMoO8,5.158632166076083,0.0,-2.705672723571429,FM,5.9999897,0.0295744097474573,5.9999897,202.87774975850004,14,Orthorhombic,Cmmm,True,14.49126783989286,"{'Sr': 4.0, 'Fe': 1.0, 'Mo': 1.0, 'O': 8.0}","['Fe', 'Mo', 'O', 'Sr']",4,0.3559821144065075,4.983749601691106,1.203910745829618,0.19760999790538045,1.0,1.0,0.6,0.6390439991621522
mp-19514,Sr2CrO4,4.68812523727896,0.0,-2.788419930178571,FM,15.9999992,0.0193882429389776,1.9999999,825.2423517880527,56,Orthorhombic,Pna2_1,True,14.736470567643796,"{'Sr': 16.0, 'Cr': 8.0, 'O': 32.0}","['Cr', 'O', 'Sr']",3,0.3181308045070483,17.815325052394705,0.8981031304758207,0.14741471354659655,1.0,1.0,0.8,0.6389658854186386
mp-19882,MnBPbO4,6.167204376101878,0.0,-2.2167317431568145,FM,16.0011856,0.0440930638934648,4.0002964,362.89575246259017,28,Orthorhombic,Pnma,True,12.96056258794965,"{'Mn': 4.0, 'B': 4.0, 'Pb': 4.0, 'O': 16.0}","['B', 'Mn', 'O', 'Pb']",4,0.4758438790177182,13.32362861249611,1.2009630458321716,0.1971261622121292,1.0,1.0,0.6,0.6388504648848516
mp-15539,CaMn2Be3(SiO4)3,3.373573847062974,0.0,-3.043167901588671,FM,40.0031483,0.0448277699479285,10.000787075,892.3742659174712,84,Monoclinic,P2_1/c,True,10.62350316568418,"{'Ca': 4.0, 'Mn': 8.0, 'Be': 12.0, 'Si': 12.0, 'O': 48.0}","['Be', 'Ca', 'Mn', 'O', 'Si']",5,0.3175575697064055,26.674835855338063,1.4996586489582735,0.2461540803635042,1.0,1.0,0.4,0.6384616321454017
mp-1222048,MgFe(CO3)2,3.340623876290514,0.0,-2.1168033315000003,FM,3.9999663,0.040201346463118,3.9999663,99.49831664642603,10,Trigonal,R-3,True,9.949831664642604,"{'Mg': 1.0, 'Fe': 1.0, 'C': 2.0, 'O': 6.0}","['C', 'Fe', 'Mg', 'O']",4,0.3357467733008635,3.357467733008635,1.1913640332786224,0.1955505795892717,1.0,1.0,0.6,0.6382202318357086
mp-570149,Ca14MnBi11,5.840215952644733,0.0,-0.9956712189224172,FM,16.8915857,0.0050954122246571,4.222896425,3315.0577333586475,104,Tetragonal,I4_1/acd,True,31.875555128448532,"{'Ca': 56.0, 'Mn': 4.0, 'Bi': 44.0}","['Bi', 'Ca', 'Mn']",3,0.1832192703502883,19.05480411642999,0.886473857027753,0.1455058837519674,1.0,1.0,0.8,0.638202353500787
mp-1105997,Ca2Ni7,6.331293573438605,0.0,-0.1486242894444447,FM,4.5007613,0.0174746778512047,2.25038065,257.5590427659709,18,Trigonal,R-3m,True,14.308835709220606,"{'Ca': 4.0, 'Ni': 14.0}","['Ca', 'Ni']",2,0.442474405472328,7.964539298501904,0.5651000178813322,0.0927555582809495,1.0,1.0,1.0,0.6371022233123798
mp-19518,BaCr(Si2O5)2,3.196471957735005,0.0,-3.1685231567187504,FM,16.0183501,0.0166977590647121,4.004587525,959.31136854478,64,Tetragonal,P4/ncc,True,14.989240133512189,"{'Ba': 4.0, 'Cr': 4.0, 'Si': 16.0, 'O': 40.0}","['Ba', 'Cr', 'O', 'Si']",4,0.21325110074049,13.648070447391364,1.1736714110427,0.19264651128097526,1.0,1.0,0.6,0.63705860451239
mp-1192170,BaCr2(P2O7)2,3.367907224017927,0.0,-2.79653768897959,FM,5.998889,0.0206497500302078,5.998889,290.50661587788767,21,Triclinic,P-1,True,13.833648375137509,"{'Ba': 1.0, 'Cr': 2.0, 'P': 4.0, 'O': 14.0}","['Ba', 'Cr', 'O', 'P']",4,0.2434576282906604,5.11261019410387,1.1733515312624916,0.19259400619044764,1.0,1.0,0.6,0.637037602476179
mp-1198917,ZrMnGe2,7.493226332370595,0.0,-0.5232867736494254,FM,19.2934037,0.0248940267896958,1.6077836416666669,775.021408267542,48,Orthorhombic,Pbam,True,16.146279338907124,"{'Zr': 12.0, 'Mn': 12.0, 'Ge': 24.0}","['Ge', 'Mn', 'Zr']",3,0.4640837789988205,22.27602139194338,0.8661063553735807,0.14216276054025018,1.0,1.0,0.8,0.6368651042161002
mp-1104561,Hf(Al2Fe)4,5.598875637996711,0.0,-0.4086101269230762,FM,4.4405734,0.0242380395663942,4.4405734,183.2067889746665,13,Tetragonal,I4/mmm,True,14.092829921128192,"{'Hf': 1.0, 'Al': 8.0, 'Fe': 4.0}","['Al', 'Fe', 'Hf']",3,0.3972854046583496,5.164710260558545,0.8597913873139067,0.14112622122089655,1.0,1.0,0.8,0.6364504884883586
mp-556409,Ba7Ca2Mn5O20,5.161897605046362,0.0,-2.6037982635192702,FM,13.000097,0.0246996540524795,13.000097,526.327088321909,34,Trigonal,R-3m,True,15.480208480056143,"{'Ba': 7.0, 'Ca': 2.0, 'Mn': 5.0, 'O': 20.0}","['Ba', 'Ca', 'Mn', 'O']",4,0.3334514268135774,11.337348511661633,1.1466611427379214,0.18821304386520518,1.0,1.0,0.6,0.6352852175460821
mp-1043513,CaFe(GeO3)2,4.420047021585351,0.0,-2.3424130289999994,FM,15.9998083,0.0315751764483113,3.999952075,506.7211049854847,40,Monoclinic,C2/c,True,12.668027624637118,"{'Ca': 4.0, 'Fe': 4.0, 'Ge': 8.0, 'O': 24.0}","['Ca', 'Fe', 'Ge', 'O']",4,0.3489135919619504,13.956543678478017,1.1464019078500678,0.1881704930317458,1.0,1.0,0.6,0.6352681972126983
mp-561221,TlCr3O8,4.484473792050227,0.0,-1.7782296165277778,FM,6.0000001,0.0165896613971063,3.00000005,361.6710405582216,24,Monoclinic,C2/m,True,15.0696266899259,"{'Tl': 2.0, 'Cr': 6.0, 'O': 16.0}","['Cr', 'O', 'Tl']",3,0.2975836020575157,7.142006449380377,0.8401000674706119,0.13789408654109003,1.0,1.0,0.8,0.635157634616436
mp-22213,MnSn(BO3)2,4.607470892302218,0.0,-2.4989806241264376,FM,5.0000258,0.047631613393631,5.0000258,104.97284143368032,10,Trigonal,R-3,True,10.49728414336803,"{'Mn': 1.0, 'Sn': 1.0, 'B': 2.0, 'O': 6.0}","['B', 'Mn', 'O', 'Sn']",4,0.4389202797004522,4.389202797004522,1.1391649078990709,0.1869826113302894,1.0,1.0,0.6,0.6347930445321157
mp-31516,Co(ReO4)2,5.26218489841099,0.0,-2.035404187727273,FM,5.9999996,0.0169965389539689,2.9999998,353.01302319546136,22,Trigonal,P-3m1,True,16.046046508884608,"{'Co': 2.0, 'Re': 4.0, 'O': 16.0}","['Co', 'O', 'Re']",3,0.3279427674285592,7.214740883428303,0.8316306430050081,0.1365039145896349,1.0,1.0,0.8,0.6346015658358539
mp-19852,Ba2UMnO6,6.989748296774404,0.0,-3.260499004793104,FM,5.0104359,0.0317811943461011,5.0104359,157.65410970512076,10,Cubic,Fm-3m,True,15.765410970512075,"{'Ba': 2.0, 'U': 1.0, 'Mn': 1.0, 'O': 6.0}","['Ba', 'Mn', 'O', 'U']",4,0.4433597265461815,4.433597265461815,1.130106232027843,0.1854957196100022,1.0,1.0,0.6,0.6341982878440009
mp-505009,Fe(SbO3)2,6.370390703691972,0.0,-1.869531875277778,FM,16.5115025,0.0400543149381779,4.127875625,412.2278093005656,36,Tetragonal,P4_2/mnm,True,11.450772480571269,"{'Fe': 4.0, 'Sb': 8.0, 'O': 24.0}","['Fe', 'O', 'Sb']",3,0.55632846731526,20.02782482334936,0.824428146622799,0.1353216963064838,1.0,1.0,0.8,0.6341286785225935
mp-504722,Ni(NO3)2,3.0161522570846855,0.0,-0.9114176944444452,FM,8.0000002,0.0198832794179279,2.00000005,402.3481253694365,36,Cubic,Pa-3,True,11.17633681581768,"{'Ni': 4.0, 'N': 8.0, 'O': 24.0}","['N', 'Ni', 'O']",3,0.2698694846790924,9.715301448447326,0.8234433324020574,0.1351600488282367,1.0,1.0,0.8,0.6340640195312948
mp-1214638,Ba3FeRu2O9,6.534332127829108,0.0,-2.24269385,FM,16.0076931,0.0386943430371478,8.00384655,413.6959525228812,30,Hexagonal,P6_3/mmc,True,13.78986508409604,"{'Ba': 6.0, 'Fe': 2.0, 'Ru': 4.0, 'O': 18.0}","['Ba', 'Fe', 'O', 'Ru']",4,0.4738503305130378,14.215509915391134,1.1260723811720936,0.18483360303540017,1.0,1.0,0.6,0.6339334412141602
mp-17775,Co2Si(P2O7)2,3.154060212425842,0.0,-2.515171201836734,FM,12.0000028,0.0230774200656844,6.0000014,519.988922758471,42,Monoclinic,C2/c,True,12.38068863710645,"{'Co': 4.0, 'Si': 2.0, 'P': 8.0, 'O': 28.0}","['Co', 'O', 'P', 'Si']",4,0.254756444077976,10.699770651274992,1.121519627952967,0.18408631378890758,1.0,1.0,0.6,0.6336345255155631
mp-505273,NiMoO4,4.995212866923357,0.0,-1.747228199166667,FM,8.0000024,0.0275184068166959,2.0000006,290.7145916291289,24,Monoclinic,C2/m,True,12.113107984547035,"{'Ni': 4.0, 'Mo': 4.0, 'O': 16.0}","['Mo', 'Ni', 'O']",3,0.4123807757097404,9.89713861703377,0.8083146765501853,0.13267683014981255,1.0,1.0,0.8,0.6330707320599251
mp-744259,Ca3Mn2(GeO4)3,4.37377494244751,0.0,-2.584876549293104,FM,31.9997689,0.0329229451250283,7.999942225,971.9594883895576,80,Tetragonal,I4_1/a,True,12.14949360486947,"{'Ca': 12.0, 'Mn': 8.0, 'Ge': 12.0, 'O': 48.0}","['Ca', 'Ge', 'Mn', 'O']",4,0.3599964808981436,28.79971847185149,1.111113948258772,0.18237832476256416,1.0,1.0,0.6,0.6329513299050258
mp-546111,Cr3AgO8,4.112822990979852,0.0,-1.6417160693055546,FM,6.0000941,0.0189625723645323,3.00004705,316.4177298657328,24,Monoclinic,C2/m,True,13.184072077738866,"{'Cr': 6.0, 'Ag': 2.0, 'O': 16.0}","['Ag', 'Cr', 'O']",3,0.3119539218785295,7.486894125084708,0.8014129757621107,0.13154398447749058,1.0,1.0,0.8,0.6326175937909964
mp-18729,V2Co(PO5)2,3.5773616159236417,0.0,-2.475975886285714,FM,9.9999993,0.028142311180696,4.99999965,355.3368177827339,30,Monoclinic,P2_1/c,True,11.844560592757796,"{'V': 4.0, 'Co': 2.0, 'P': 4.0, 'O': 20.0}","['Co', 'O', 'P', 'V']",4,0.3020256925454012,9.060770776362038,1.1036587887300102,0.18115463433205165,1.0,1.0,0.6,0.6324618537328206
mp-1045812,CaFe(PO3)4,2.78218209620011,0.0,-2.7321423465873007,FM,7.9998744,0.0162739075168637,3.9999372,491.57673974183376,36,Monoclinic,C2/c,True,13.65490943727316,"{'Ca': 2.0, 'Fe': 2.0, 'P': 8.0, 'O': 24.0}","['Ca', 'Fe', 'O', 'P']",4,0.2037495824473005,7.33498496810282,1.0906463250829477,0.1790187675969575,1.0,1.0,0.6,0.631607507038783
mp-1227494,Ca6Fe(CoO4)3,4.342631355562152,0.0,-2.4546325347727262,FM,17.9998157,0.0353876289062586,8.99990785,508.64712489444514,44,Trigonal,R32,True,11.560161929419207,"{'Ca': 12.0, 'Fe': 2.0, 'Co': 6.0, 'O': 24.0}","['Ca', 'Co', 'Fe', 'O']",4,0.3756548897910057,16.52881515080425,1.0889961280209597,0.17874790413046507,1.0,1.0,0.6,0.6314991616521861
mp-1191025,Zr3(MnGa3)2,7.29419174841726,0.0,-0.4684860550783712,FM,7.5845929,0.0207738828035109,3.79229645,365.1023244782206,22,Orthorhombic,Pmmn,True,16.595560203555483,"{'Zr': 6.0, 'Mn': 4.0, 'Ga': 12.0}","['Ga', 'Mn', 'Zr']",3,0.4395266962337632,9.66958731714279,0.7843760701714338,0.1287475455473207,1.0,1.0,0.8,0.6314990182189284
mp-22363,Ba3NiRu2O9,6.657321006354694,0.0,-2.1863663523333363,FM,16.0001002,0.0392665362056803,8.0000501,407.4741942143961,30,Hexagonal,P6_3/mmc,True,13.58247314047987,"{'Ba': 6.0, 'Ni': 2.0, 'Ru': 4.0, 'O': 18.0}","['Ba', 'Ni', 'O', 'Ru']",4,0.4901405611113537,14.704216833340611,1.088130050130999,0.17860574604223975,1.0,1.0,0.6,0.6314422984168959
mp-704946,Fe2P4Pb3O16,5.216650418340299,0.0,-2.3520735479428563,FM,20.0033142,0.0282261066616407,10.0016571,708.6813083996619,50,Monoclinic,P2_1/c,True,14.17362616799324,"{'Fe': 4.0, 'P': 8.0, 'Pb': 6.0, 'O': 32.0}","['Fe', 'O', 'P', 'Pb']",4,0.3680533376928265,18.402666884641327,1.086979095225299,0.17841682821980778,1.0,1.0,0.6,0.6313667312879232
mp-1216682,TiNi4GeO8,5.482298830919875,0.0,-1.9407485648809524,FM,7.9733828,0.0544704763172566,7.9733828,146.37989859974792,14,Cubic,F-43m,True,10.455707042839135,"{'Ti': 1.0, 'Ni': 4.0, 'Ge': 1.0, 'O': 8.0}","['Ge', 'Ni', 'O', 'Ti']",4,0.5243355431113166,7.340697603558432,1.08618870175702,0.17828709297809484,1.0,1.0,0.6,0.631314837191238
mp-1211101,NbNi11(BO5)4,5.228029578477189,0.0,-1.8616179076851849,FM,41.9999407,0.0600092695024454,20.99997035,699.890884328936,72,Monoclinic,C2/c,True,9.720706726790777,"{'Nb': 2.0, 'Ni': 22.0, 'B': 8.0, 'O': 40.0}","['B', 'Nb', 'Ni', 'O']",4,0.5378240209704575,38.72332950987294,1.08461594681035,0.1780289408660768,1.0,1.0,0.6,0.6312115763464308
mp-19508,SrCr(Si2O5)2,3.145296530386702,0.0,-3.170231293125001,FM,16.0000007,0.0183918657015681,4.000000175,869.9498441115637,64,Tetragonal,P4/ncc,True,13.592966314243183,"{'Sr': 4.0, 'Cr': 4.0, 'Si': 16.0, 'O': 40.0}","['Cr', 'O', 'Si', 'Sr']",4,0.2313914753905445,14.80905442499485,1.080420143030541,0.17734024132667023,1.0,1.0,0.6,0.6309360965306681
mp-1022809,Ba4NbFeO8,5.721888487015751,0.0,-2.904453096607143,FM,20.0000003,0.0208569864490479,5.000000075,958.911314866053,56,Monoclinic,P2_1/c,True,17.123416336893804,"{'Ba': 16.0, 'Nb': 4.0, 'Fe': 4.0, 'O': 32.0}","['Ba', 'Fe', 'Nb', 'O']",4,0.3341557767702858,18.712723499136004,1.068791525772474,0.17543151923911585,1.0,1.0,0.6,0.6301726076956464
mp-1217948,TaMnNbO6,6.402688456418328,0.0,-2.9845296589182646,FM,20.0000001,0.0453847887495289,5.000000025,440.6762849635959,36,Orthorhombic,P2_12_12,True,12.24100791565544,"{'Ta': 4.0, 'Mn': 4.0, 'Nb': 4.0, 'O': 24.0}","['Mn', 'Nb', 'O', 'Ta']",4,0.5230523908272058,18.82988606977941,1.0621413228887528,0.17433995445121547,1.0,1.0,0.6,0.6297359817804862
mp-17435,Zr4Fe4Si7,6.09760683748399,0.0,-0.7132539106666665,FM,9.7172918,0.0227313563152627,4.8586459,427.4840297794036,30,Tetragonal,I4/mmm,True,14.249467659313456,"{'Zr': 8.0, 'Fe': 8.0, 'Si': 14.0}","['Fe', 'Si', 'Zr']",3,0.4279182200535464,12.837546601606396,0.756943059414799,0.12424468915457271,1.0,1.0,0.8,0.6296978756618292
mp-765466,Ga2CoO4,5.989544242764421,0.0,-2.022551330357143,FM,12.0000004,0.0412420767041247,3.0000001,290.96498913207864,28,Cubic,Fd-3m,True,10.391606754717094,"{'Ga': 8.0, 'Co': 4.0, 'O': 16.0}","['Co', 'Ga', 'O']",3,0.5763828813138613,16.138720676788115,0.7435533856942748,0.12204690713042174,1.0,1.0,0.8,0.6288187628521686
mp-21662,TiFeSi2,5.202102257517292,0.0,-0.6451685506250003,FM,14.5411298,0.0237434816897893,1.211760816666667,612.4261803715698,48,Orthorhombic,Pbam,True,12.758878757741035,"{'Ti': 12.0, 'Fe': 12.0, 'Si': 24.0}","['Fe', 'Si', 'Ti']",3,0.4077240920845874,19.570756420060192,0.7430029523588173,0.12195655896246695,1.0,1.0,0.8,0.6287826235849869
mp-21275,Ni(SbO2)2,5.830246669775712,0.0,-1.6231249374999988,FM,8.0000002,0.019175047692043,2.00000005,417.2088814840183,28,Tetragonal,P4_2/mbc,True,14.900317195857795,"{'Ni': 4.0, 'Sb': 8.0, 'O': 16.0}","['Ni', 'O', 'Sb']",3,0.3912833930405514,10.95593500513544,0.7301978513244296,0.11985472874178907,1.0,1.0,0.8,0.6279418914967156
mp-1182836,Ca2Mn3P3H6O17,3.0950411638833057,0.0,-2.3261501671039246,FM,48.1744804,0.0364454926057986,12.0436201,1321.822726367407,124,Monoclinic,P2_1/c,True,10.659860696511348,"{'Ca': 8.0, 'Mn': 12.0, 'P': 12.0, 'H': 24.0, 'O': 68.0}","['Ca', 'H', 'Mn', 'O', 'P']",5,0.2903453667922902,36.002825482243985,1.3380749914686243,0.21963172700078057,1.0,1.0,0.4,0.6278526908003123
mp-19135,Ni(PO3)2,3.497809539551642,0.0,-2.380431134642857,FM,8.0,0.0194466041102875,2.0,411.3828797372334,36,Monoclinic,C2/c,True,11.42730221492315,"{'Ni': 4.0, 'P': 8.0, 'O': 24.0}","['Ni', 'O', 'P']",3,0.3060923281598154,11.019323813753354,0.7259973602023657,0.11916525982168186,1.0,1.0,0.8,0.6276661039286728
mp-1195488,SrFeNi2(PO4)3,4.096122683182863,0.0,-2.4902214415225283,FM,17.8360987,0.0403076373991636,8.91804935,442.4992346579479,38,Orthorhombic,Imma,True,11.644716701524946,"{'Sr': 2.0, 'Fe': 2.0, 'Ni': 4.0, 'P': 6.0, 'O': 24.0}","['Fe', 'Ni', 'O', 'P', 'Sr']",5,0.3517580365563081,13.366805389139708,1.33435762553194,0.21902155828394973,1.0,1.0,0.4,0.6276086233135799
mp-560012,FeP2PbO7,4.831415518921984,0.0,-2.412557815162337,FM,15.9996542,0.0266321399183919,3.99991355,600.7648746599875,44,Monoclinic,P2_1/c,True,13.653747151363351,"{'Fe': 4.0, 'P': 8.0, 'Pb': 4.0, 'O': 28.0}","['Fe', 'O', 'P', 'Pb']",4,0.3538527164273405,15.569519522802985,1.0276267149135236,0.16867472417287777,1.0,1.0,0.6,0.6274698896691511
mp-1214263,Ca3Ti3Cr2O12,3.6981963139895737,0.0,-3.278112299125,FM,24.0706092,0.0239397463176354,6.0176523,1005.4663437376572,80,Cubic,Ia-3d,True,12.568329296720716,"{'Ca': 12.0, 'Ti': 12.0, 'Cr': 8.0, 'O': 48.0}","['Ca', 'Cr', 'O', 'Ti']",4,0.2942472485149234,23.539779881193876,1.0225503093692991,0.16784148259543027,1.0,1.0,0.6,0.627136593038172
mp-721692,MnP2(H4O5)2,2.297619751607787,0.0,-1.8555067339150828,FM,10.0014986,0.024283205362979,5.0007493,411.8689625401677,42,Monoclinic,P2_1/c,True,9.806403870003992,"{'Mn': 2.0, 'P': 4.0, 'H': 16.0, 'O': 20.0}","['H', 'Mn', 'O', 'P']",4,0.2342978916701349,9.840511450145668,1.0163596323900368,0.16682534442310928,1.0,1.0,0.6,0.6267301377692438
mp-556514,Ni5Sn(BO5)2,5.481246595894022,0.0,-1.8596320136574085,FM,40.0014917,0.0555918804838452,10.000372925,719.5563695965322,72,Orthorhombic,Pnma,True,9.993838466618504,"{'Ni': 20.0, 'Sn': 4.0, 'B': 8.0, 'O': 40.0}","['B', 'Ni', 'O', 'Sn']",4,0.5484625966491777,39.4893069587408,1.012970213475621,0.16626900495450805,1.0,1.0,0.6,0.6265076019818032
mp-1208716,TaNi11(BO5)4,5.654288044665589,0.0,-1.8925175183055545,FM,41.9998312,0.0600993476779141,20.9999156,698.840051061561,72,Monoclinic,C2/c,True,9.70611182029946,"{'Ta': 2.0, 'Ni': 22.0, 'B': 8.0, 'O': 40.0}","['B', 'Ni', 'O', 'Ta']",4,0.5825492379801512,41.94354513457089,1.001341948212735,0.1643603406434684,1.0,1.0,0.6,0.6257441362573875
mp-3778,Mg3(Al9Cr)2,2.9523584178509736,0.0,-0.095502989565217,FM,5.6433948,0.0075717356573047,2.8216974,745.3238009643958,46,Cubic,Fd-3m,True,16.20269132531295,"{'Mg': 6.0, 'Al': 36.0, 'Cr': 4.0}","['Al', 'Cr', 'Mg']",3,0.1822140753393603,8.381847465610573,0.6732876997766875,0.11051349230287469,1.0,1.0,0.8,0.6242053969211498
mp-1213459,FeSb(P2O7)2,3.3470446583331293,0.0,-2.4044233794285703,FM,20.0024604,0.0191809458391498,5.0006151,1042.8297211065258,80,Orthorhombic,Pna2_1,True,13.035371513831572,"{'Fe': 4.0, 'Sb': 4.0, 'P': 16.0, 'O': 56.0}","['Fe', 'O', 'P', 'Sb']",4,0.256766341855439,20.54130734843512,0.973767641012578,0.15983429184214265,1.0,1.0,0.6,0.623933716736857
mp-1029775,BaMnN2,5.71564155568915,0.0,-0.8469373538577596,FM,3.7909829,0.0148093405171792,0.947745725,255.9859364164358,16,Orthorhombic,Cmce,True,15.999121026027238,"{'Ba': 4.0, 'Mn': 4.0, 'N': 8.0}","['Ba', 'Mn', 'N']",3,0.3572472229187461,5.715955566699938,0.6632281961891972,0.10886232464801396,1.0,1.0,0.8,0.6235449298592057
mp-1808,Ti2Ni,5.772864429574979,0.0,-0.2773286063888894,FM,3.3005209,0.0092877475252012,0.4125651125,355.36290053583105,24,Cubic,Fd-3m,True,14.806787522326294,"{'Ti': 16.0, 'Ni': 8.0}","['Ni', 'Ti']",2,0.3898796022344761,9.357110453627426,0.3527286459165931,0.05789690574836868,1.0,1.0,1.0,0.6231587622993474
