material_id,formula,density,energy_above_hull,formation_energy_per_atom,magnetic_ordering,total_magnetization,magnetization_per_volume,magnetization_per_formula_unit,volume,nsites,crystal_system,space_group,is_stable,density_atomic,composition,elements,nelements,avg_atomic_weight,cell_mass,magnetic_performance_index,score_performance,score_stability,score_is_stable_bonus,score_simplicity,composite_score
mp-31761,NbFeO4,4.535608100792027,0.0,-2.4938954783333345,FM,10.0000001,0.0641931882812886,5.00000005,155.77976990612953,12,Monoclinic,C2/m,True,12.98164749217746,"{'Nb': 2.0, 'Fe': 2.0, 'O': 8.0}","['Fe', 'Nb', 'O']",3,0.3493861702472752,4.192634042967303,2.3851354536353906,0.39149630786968825,1.0,1.0,0.8,0.7365985231478753
mp-1102690,MnNiP,6.556034993822005,0.0,-0.554681629191298,FM,15.3275939,0.1046218095882763,3.831898475,146.50476760361423,12,Orthorhombic,Pnma,True,12.208730633634518,"{'Mn': 4.0, 'Ni': 4.0, 'P': 4.0}","['Mn', 'Ni', 'P']",3,0.536995629648869,6.443947555786428,2.3786031415225257,0.3904240936815418,1.0,1.0,0.8,0.7361696374726168
mp-2490654,MnV2O6,3.3011654454115287,0.0,-2.333588346992338,FM,9.9999999,0.03931707079116,4.99999995,254.34244461182925,18,Monoclinic,C2/m,True,14.130135811768293,"{'Mn': 2.0, 'V': 4.0, 'O': 12.0}","['Mn', 'O', 'V']",3,0.2336258822552965,4.205265880595338,2.3779709021833133,0.39032031787014526,1.0,1.0,0.8,0.7361281271480582
mp-510450,Fe7(AsO4)6,4.505729204306581,0.0,-1.6987932695945944,FM,31.9999998,0.070913991625899,31.9999998,451.2508613083494,37,Triclinic,P-1,True,12.195969224549984,"{'Fe': 7.0, 'As': 6.0, 'O': 24.0}","['As', 'Fe', 'O']",3,0.3694441271003483,13.66943270271289,2.3409896003693813,0.3842502042846456,1.0,1.0,0.8,0.7337000817138584
mp-16185,Mn6AgP7O24,3.6813080491911823,0.0,-2.503213723993497,FM,60.0001847,0.0640550637151026,30.00009235,936.696979443538,76,Monoclinic,P2_1/m,True,12.324960255836029,"{'Mn': 12.0, 'Ag': 2.0, 'P': 14.0, 'O': 48.0}","['Ag', 'Mn', 'O', 'P']",4,0.2986872146259486,22.700228311572097,2.6431533584802396,0.43384738564896835,1.0,1.0,0.6,0.7335389542595874
mp-1228782,BaMn8O16,4.962380260293079,0.0,-2.0380695925379313,FM,51.9990443,0.0932941140101955,25.99952215,557.3668269609952,50,Monoclinic,P2/c,True,11.147336539219904,"{'Ba': 2.0, 'Mn': 16.0, 'O': 32.0}","['Ba', 'Mn', 'O']",3,0.4451628640468362,22.25814320234181,2.33618068799778,0.3834608690561238,1.0,1.0,0.8,0.7333843476224495
mp-1201132,SrMn3(PO4)3,3.6226817077385474,0.0,-2.720868041459035,FM,28.000739,0.0568413995398455,14.0003695,492.61170954053654,38,Orthorhombic,Imma,True,12.963466040540435,"{'Sr': 2.0, 'Mn': 6.0, 'P': 6.0, 'O': 24.0}","['Mn', 'O', 'P', 'Sr']",4,0.2794531722001966,10.61922054360747,2.636797953768444,0.4328042090545769,1.0,1.0,0.6,0.7331216836218308
mp-729046,Mn7P6(HO6)4,3.547644696805673,0.0,-2.3824864931310823,FM,35.0000003,0.0780189981791173,35.0000003,448.60868656178343,41,Triclinic,P-1,True,10.941675281994716,"{'Mn': 7.0, 'P': 6.0, 'H': 4.0, 'O': 24.0}","['H', 'Mn', 'O', 'P']",4,0.3242323140994294,13.293524878076605,2.632860781546454,0.4321579613179938,1.0,1.0,0.6,0.7328631845271976
mp-1215723,Zr(AlFe)6,5.490879033561973,0.0,-0.40122693153846,FM,12.0045272,0.0674877887907275,12.0045272,177.87702657179597,13,Orthorhombic,Immm,True,13.68284819783046,"{'Zr': 1.0, 'Al': 6.0, 'Fe': 6.0}","['Al', 'Fe', 'Zr']",3,0.4012964957422097,5.216854444648727,2.301104492634223,0.3777034597827771,1.0,1.0,0.8,0.731081383913111
mp-1199228,Fe3P2(HO5)2,3.483461521349005,0.0,-2.0903726089285715,FM,28.000003,0.0750182038649503,14.0000015,373.24278051773007,34,Monoclinic,P2_1/c,True,10.977728838756766,"{'Fe': 6.0, 'P': 4.0, 'H': 4.0, 'O': 20.0}","['Fe', 'H', 'O', 'P']",4,0.3173207839722436,10.788906655056286,2.595258620286387,0.42598593981757993,1.0,1.0,0.6,0.7303943759270319
